SubjectID,VideoID,Attention,Mediation,Raw,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,Label
9.0,4.0,40.0,69.0,-1.0,701000.0,54600.0,4300.0,13600.0,7080.0,16600.0,3360.0,792.0,1.0
0.0,6.0,38.0,44.0,-13.0,748000.0,81000.0,6920.0,12300.0,5730.0,28600.0,19200.0,7290.0,1.0
9.0,9.0,44.0,60.0,-65.0,131000.0,25700.0,36900.0,5510.0,1970.0,18500.0,1410.0,853.0,0.0
5.0,0.0,78.0,66.0,-75.0,238000.0,174000.0,13900.0,9840.0,2290.0,6450.0,5050.0,390.0,0.0
6.0,7.0,0.0,0.0,2050.0,984000.0,48600.0,9160.0,41700.0,11400.0,18700.0,18100.0,18800.0,0.0
8.0,4.0,48.0,53.0,183.0,293000.0,231000.0,4080.0,45300.0,24900.0,24200.0,7710.0,10900.0,1.0
3.0,0.0,24.0,27.0,185.0,1150000.0,71800.0,9360.0,8920.0,20200.0,19100.0,11500.0,3200.0,0.0
8.0,4.0,35.0,51.0,116.0,424000.0,199000.0,117000.0,24800.0,22200.0,21900.0,10100.0,2920.0,1.0
2.0,7.0,60.0,56.0,52.0,11400.0,7740.0,5770.0,2550.0,6850.0,7990.0,5330.0,6480.0,1.0
9.0,2.0,70.0,30.0,263.0,1880000.0,302000.0,44800.0,121000.0,32300.0,164000.0,59500.0,4530.0,0.0
4.0,2.0,48.0,48.0,-4.0,2160000.0,66600.0,37900.0,13300.0,22500.0,27600.0,6810.0,8700.0,1.0
2.0,4.0,81.0,60.0,28.0,24200.0,5730.0,5960.0,3860.0,9590.0,34700.0,13200.0,3760.0,1.0
6.0,6.0,0.0,0.0,2050.0,1160000.0,182000.0,60700.0,220000.0,94100.0,157000.0,312000.0,88200.0,1.0
8.0,6.0,34.0,47.0,27.0,395000.0,285000.0,61800.0,20700.0,50800.0,17800.0,14200.0,16700.0,0.0
3.0,5.0,74.0,66.0,-14.0,93400.0,25600.0,27200.0,14400.0,16600.0,11100.0,9180.0,6090.0,0.0
3.0,6.0,50.0,63.0,-199.0,571000.0,625000.0,53200.0,111000.0,46000.0,16500.0,22600.0,4370.0,1.0
1.0,3.0,20.0,48.0,-58.0,876000.0,107000.0,83300.0,61200.0,8390.0,23400.0,9500.0,2710.0,1.0
7.0,1.0,35.0,80.0,108.0,1140000.0,44000.0,70000.0,45500.0,19300.0,17800.0,7730.0,15900.0,1.0
3.0,3.0,0.0,0.0,37.0,1170000.0,330000.0,130000.0,56900.0,37300.0,21200.0,13600.0,3030.0,0.0
0.0,2.0,54.0,54.0,23.0,198000.0,82200.0,2870.0,13700.0,23000.0,20700.0,65200.0,18900.0,1.0
7.0,4.0,16.0,56.0,121.0,1060000.0,926000.0,94200.0,35500.0,42200.0,75500.0,37600.0,25700.0,1.0
3.0,1.0,53.0,60.0,-37.0,728000.0,372000.0,53800.0,6190.0,30800.0,12000.0,6800.0,4440.0,0.0
5.0,1.0,61.0,70.0,54.0,1180000.0,324000.0,100000.0,249000.0,180000.0,79900.0,40100.0,8880.0,1.0
0.0,7.0,44.0,47.0,196.0,1570000.0,686000.0,64600.0,23000.0,17600.0,52200.0,47500.0,41300.0,0.0
8.0,1.0,66.0,51.0,144.0,277000.0,52400.0,13000.0,10300.0,3850.0,5060.0,919.0,1930.0,0.0
6.0,2.0,0.0,0.0,2050.0,526000.0,98600.0,4430.0,49200.0,31500.0,188000.0,257000.0,122000.0,0.0
0.0,4.0,54.0,38.0,32.0,978000.0,665000.0,34700.0,30800.0,63600.0,76200.0,78800.0,23500.0,0.0
2.0,6.0,56.0,66.0,52.0,14300.0,10700.0,8460.0,4560.0,3700.0,4200.0,2060.0,1770.0,0.0
2.0,0.0,63.0,54.0,38.0,2990.0,12600.0,21000.0,4710.0,2740.0,5190.0,4030.0,2670.0,0.0
4.0,2.0,14.0,14.0,-9.0,1490000.0,570000.0,24300.0,24200.0,13800.0,24200.0,42900.0,30100.0,1.0
2.0,8.0,38.0,96.0,86.0,96300.0,20800.0,15800.0,12000.0,9930.0,10100.0,2180.0,1870.0,1.0
0.0,0.0,63.0,51.0,3.0,423000.0,128000.0,70300.0,5490.0,22900.0,70900.0,22700.0,7380.0,0.0
0.0,0.0,30.0,41.0,61.0,478000.0,264000.0,218000.0,76400.0,22200.0,38900.0,67000.0,42600.0,0.0
1.0,8.0,54.0,60.0,49.0,135000.0,8170.0,26900.0,5160.0,11200.0,5270.0,2700.0,772.0,0.0
8.0,0.0,51.0,26.0,104.0,1040000.0,127000.0,51200.0,37000.0,27000.0,51800.0,19500.0,18200.0,0.0
5.0,7.0,63.0,77.0,-4.0,823000.0,14000.0,6540.0,13100.0,4250.0,8440.0,8380.0,1150.0,0.0
4.0,2.0,38.0,56.0,71.0,1220000.0,875000.0,231000.0,66600.0,40300.0,12400.0,20400.0,35300.0,1.0
7.0,2.0,74.0,51.0,42.0,53200.0,16500.0,3650.0,2500.0,7830.0,6960.0,9200.0,1700.0,0.0
1.0,6.0,66.0,48.0,1.0,97600.0,29400.0,1650.0,2760.0,4870.0,3710.0,1780.0,1310.0,0.0
9.0,3.0,63.0,57.0,176.0,68100.0,7630.0,1770.0,2230.0,1650.0,1950.0,825.0,411.0,1.0
5.0,9.0,43.0,47.0,-18.0,282000.0,123000.0,15300.0,13900.0,20300.0,5330.0,6760.0,707.0,0.0
0.0,6.0,37.0,41.0,97.0,242000.0,21700.0,11800.0,6620.0,9630.0,21400.0,19800.0,3110.0,1.0
3.0,0.0,34.0,27.0,124.0,1200000.0,231000.0,88800.0,59700.0,18300.0,125000.0,30100.0,4780.0,0.0
2.0,5.0,91.0,54.0,19.0,3020.0,9350.0,7910.0,1690.0,7310.0,10800.0,10400.0,3170.0,1.0
9.0,3.0,27.0,64.0,-76.0,370000.0,117000.0,28000.0,23100.0,8360.0,17700.0,11400.0,1510.0,1.0
2.0,7.0,8.0,61.0,-27.0,325000.0,96300.0,13600.0,5490.0,8740.0,10700.0,3030.0,5770.0,1.0
5.0,6.0,48.0,70.0,50.0,435000.0,206000.0,152000.0,65300.0,39200.0,34800.0,13600.0,14800.0,1.0
8.0,3.0,57.0,81.0,1.0,2030000.0,71900.0,36900.0,32100.0,18600.0,16600.0,11100.0,7520.0,0.0
4.0,3.0,20.0,37.0,54.0,692000.0,65600.0,15700.0,2620.0,7250.0,7080.0,4110.0,2430.0,1.0
6.0,8.0,0.0,0.0,578.0,2080000.0,313000.0,43800.0,259000.0,55600.0,61100.0,65800.0,92600.0,1.0
2.0,1.0,44.0,84.0,21.0,16900.0,15600.0,2050.0,31300.0,4070.0,9120.0,4850.0,1950.0,1.0
5.0,0.0,43.0,48.0,-10.0,440000.0,93800.0,20500.0,14300.0,7260.0,8850.0,12100.0,1100.0,0.0
2.0,9.0,21.0,91.0,23.0,3990.0,18000.0,1810.0,8860.0,8580.0,2410.0,3620.0,935.0,0.0
6.0,2.0,0.0,0.0,2050.0,592000.0,52500.0,15500.0,16500.0,55800.0,150000.0,160000.0,53700.0,0.0
9.0,4.0,34.0,78.0,139.0,69000.0,7250.0,2930.0,1580.0,1390.0,1670.0,1430.0,228.0,1.0
7.0,5.0,11.0,51.0,82.0,198000.0,523000.0,259000.0,89800.0,62200.0,39000.0,20100.0,55800.0,1.0
3.0,4.0,56.0,44.0,-169.0,495000.0,92300.0,85600.0,40600.0,12400.0,22800.0,5760.0,3590.0,1.0
1.0,2.0,44.0,51.0,134.0,637000.0,84600.0,56100.0,19600.0,18100.0,6820.0,1020.0,1600.0,1.0
3.0,3.0,0.0,0.0,76.0,528000.0,483000.0,114000.0,18300.0,40300.0,58800.0,26000.0,3590.0,0.0
0.0,1.0,54.0,47.0,181.0,501000.0,124000.0,11800.0,20900.0,30200.0,58600.0,53200.0,23200.0,1.0
0.0,1.0,14.0,35.0,17.0,558000.0,97600.0,6850.0,11400.0,22400.0,6980.0,16100.0,3150.0,1.0
8.0,5.0,30.0,29.0,68.0,1750000.0,142000.0,64300.0,59900.0,22000.0,25900.0,24900.0,8410.0,1.0
5.0,5.0,29.0,41.0,28.0,351000.0,765000.0,154000.0,28200.0,44800.0,17600.0,15400.0,3810.0,1.0
8.0,7.0,35.0,47.0,55.0,1030000.0,250000.0,2570.0,47400.0,24500.0,21500.0,10000.0,6900.0,0.0
4.0,6.0,4.0,47.0,82.0,741000.0,539000.0,38700.0,23800.0,28200.0,24700.0,6120.0,7280.0,1.0
3.0,2.0,57.0,35.0,70.0,936000.0,16800.0,4250.0,7720.0,8290.0,6870.0,954.0,2040.0,0.0
4.0,5.0,38.0,74.0,-141.0,160000.0,71100.0,21900.0,14600.0,6070.0,6630.0,3000.0,1960.0,0.0
1.0,2.0,27.0,37.0,-86.0,178000.0,121000.0,3560.0,6470.0,7640.0,6390.0,1190.0,1360.0,1.0
8.0,0.0,35.0,41.0,-9.0,925000.0,87500.0,6010.0,5560.0,4940.0,5050.0,1860.0,2050.0,0.0
2.0,5.0,84.0,56.0,7.0,3450.0,15000.0,2810.0,2920.0,10800.0,7860.0,5710.0,2010.0,1.0
5.0,8.0,67.0,50.0,-10.0,172000.0,16100.0,13900.0,4700.0,4320.0,2670.0,1480.0,487.0,1.0
5.0,9.0,41.0,70.0,-123.0,247000.0,276000.0,97100.0,45000.0,45900.0,24000.0,14400.0,1560.0,0.0
8.0,2.0,63.0,44.0,129.0,587000.0,55400.0,10900.0,4130.0,5780.0,21200.0,4180.0,2680.0,0.0
1.0,7.0,57.0,66.0,67.0,151000.0,25400.0,3620.0,9120.0,5660.0,3500.0,1240.0,748.0,0.0
6.0,3.0,0.0,0.0,1120.0,1660000.0,182000.0,130000.0,175000.0,66100.0,91700.0,130000.0,86000.0,1.0
7.0,4.0,43.0,64.0,35.0,1880000.0,277000.0,16500.0,39000.0,19600.0,23700.0,24900.0,67200.0,1.0
6.0,2.0,0.0,0.0,-1770.0,393000.0,237000.0,81600.0,40300.0,53000.0,246000.0,333000.0,79000.0,0.0
4.0,7.0,35.0,77.0,50.0,6800.0,16300.0,8780.0,13300.0,4620.0,3860.0,1440.0,2640.0,1.0
4.0,7.0,17.0,34.0,259.0,590000.0,44900.0,26500.0,9190.0,22000.0,12800.0,3760.0,4360.0,1.0
7.0,5.0,26.0,70.0,-13.0,1620000.0,214000.0,42200.0,24700.0,25600.0,21200.0,25800.0,14300.0,1.0
6.0,3.0,0.0,0.0,441.0,346000.0,465000.0,103000.0,149000.0,83700.0,92800.0,102000.0,44000.0,1.0
9.0,2.0,11.0,77.0,53.0,1160000.0,97600.0,63800.0,11600.0,8120.0,9860.0,12200.0,2100.0,0.0
7.0,9.0,77.0,54.0,-41.0,77700.0,12800.0,22800.0,5390.0,21700.0,54100.0,25500.0,18600.0,0.0
3.0,7.0,48.0,35.0,105.0,2020000.0,124000.0,125000.0,9340.0,18700.0,26900.0,18500.0,5670.0,1.0
6.0,1.0,0.0,0.0,2050.0,1630000.0,145000.0,9290.0,34100.0,93100.0,221000.0,226000.0,145000.0,0.0
5.0,7.0,57.0,43.0,44.0,78500.0,24600.0,387.0,4100.0,2780.0,1450.0,2110.0,238.0,0.0
5.0,0.0,70.0,63.0,163.0,334000.0,278000.0,81300.0,49400.0,26600.0,74000.0,37800.0,2780.0,0.0
5.0,0.0,67.0,78.0,-33.0,399000.0,95400.0,18000.0,13500.0,2710.0,13200.0,12400.0,1180.0,0.0
0.0,9.0,38.0,69.0,49.0,194000.0,36200.0,20900.0,5110.0,6920.0,5170.0,7610.0,10500.0,0.0
5.0,4.0,57.0,44.0,-71.0,102000.0,12600.0,3740.0,1280.0,2190.0,2950.0,3970.0,337.0,0.0
0.0,2.0,44.0,48.0,76.0,118000.0,22900.0,4500.0,9090.0,2400.0,8130.0,6150.0,1650.0,1.0
8.0,7.0,27.0,53.0,103.0,910000.0,24900.0,17700.0,2050.0,2480.0,7480.0,5280.0,3540.0,0.0
1.0,3.0,17.0,48.0,153.0,1080000.0,328000.0,38400.0,124000.0,14800.0,39900.0,19100.0,2590.0,1.0
0.0,9.0,24.0,56.0,3.0,664000.0,353000.0,188000.0,30200.0,20400.0,71900.0,35300.0,28800.0,0.0
1.0,8.0,37.0,54.0,1.0,143000.0,7840.0,949.0,586.0,3410.0,744.0,316.0,439.0,0.0
0.0,1.0,41.0,51.0,4.0,252000.0,133000.0,24000.0,34500.0,28200.0,13900.0,23600.0,9010.0,1.0
0.0,1.0,16.0,56.0,128.0,654000.0,117000.0,51000.0,37200.0,11400.0,8390.0,22600.0,5190.0,1.0
3.0,0.0,24.0,41.0,-75.0,2120000.0,1220000.0,444000.0,26100.0,379000.0,182000.0,95800.0,8130.0,0.0
4.0,3.0,56.0,40.0,84.0,393000.0,110000.0,22200.0,26900.0,3200.0,6890.0,5160.0,9720.0,1.0
6.0,3.0,0.0,0.0,1830.0,60400.0,660000.0,493000.0,170000.0,118000.0,101000.0,152000.0,86400.0,1.0
3.0,7.0,54.0,57.0,-4.0,624000.0,75400.0,39800.0,21800.0,8030.0,13800.0,3560.0,2170.0,1.0
6.0,1.0,0.0,0.0,2050.0,349000.0,209000.0,47200.0,18700.0,31400.0,135000.0,164000.0,109000.0,0.0
2.0,4.0,56.0,74.0,40.0,9500.0,8710.0,5160.0,5960.0,11900.0,16400.0,6230.0,7170.0,1.0
1.0,3.0,24.0,64.0,-33.0,196000.0,30100.0,18200.0,8470.0,6030.0,10500.0,2480.0,653.0,1.0
5.0,4.0,57.0,69.0,192.0,1960000.0,85700.0,141000.0,105000.0,23900.0,53000.0,44300.0,7640.0,0.0
6.0,7.0,0.0,0.0,2050.0,757000.0,29700.0,1310.0,20700.0,12600.0,63100.0,42500.0,20600.0,0.0
1.0,2.0,21.0,34.0,45.0,543000.0,124000.0,18200.0,11600.0,17200.0,18400.0,4770.0,2310.0,1.0
1.0,4.0,54.0,66.0,148.0,579000.0,31900.0,24900.0,7910.0,9840.0,6650.0,5230.0,2890.0,1.0
0.0,6.0,30.0,23.0,108.0,1120000.0,60000.0,43700.0,22100.0,28300.0,86700.0,57600.0,21200.0,1.0
9.0,2.0,40.0,70.0,105.0,1450000.0,46300.0,27800.0,38300.0,9580.0,19300.0,11100.0,2870.0,0.0
7.0,7.0,40.0,40.0,-26.0,89200.0,13300.0,1070.0,1300.0,674.0,3620.0,1440.0,1230.0,1.0
0.0,7.0,51.0,34.0,17.0,306000.0,59600.0,5020.0,652.0,9300.0,44600.0,14900.0,8020.0,0.0
2.0,7.0,61.0,61.0,64.0,4720.0,13900.0,6810.0,2320.0,17100.0,14200.0,6480.0,3170.0,1.0
9.0,6.0,41.0,63.0,87.0,638000.0,27700.0,41200.0,14200.0,20100.0,9750.0,6010.0,2380.0,0.0
9.0,5.0,56.0,63.0,87.0,1430000.0,196000.0,46800.0,50800.0,34200.0,67200.0,103000.0,34900.0,1.0
1.0,2.0,24.0,51.0,-29.0,1610000.0,584000.0,146000.0,121000.0,59300.0,70800.0,11100.0,40900.0,1.0
8.0,3.0,60.0,50.0,53.0,369000.0,75500.0,15100.0,14300.0,50200.0,20300.0,14800.0,8280.0,0.0
1.0,6.0,37.0,77.0,107.0,411000.0,306000.0,134000.0,17000.0,23700.0,10900.0,2930.0,2100.0,0.0
7.0,6.0,77.0,69.0,64.0,90100.0,26500.0,28100.0,8050.0,10700.0,46000.0,7170.0,7360.0,0.0
7.0,4.0,44.0,38.0,36.0,1410000.0,175000.0,9390.0,25300.0,20200.0,57100.0,19400.0,36500.0,1.0
5.0,7.0,43.0,37.0,-49.0,1210000.0,328000.0,71900.0,87000.0,47400.0,39200.0,29400.0,3020.0,0.0
3.0,0.0,23.0,47.0,-1.0,268000.0,29500.0,24200.0,8570.0,11700.0,10200.0,5100.0,1270.0,0.0
7.0,6.0,70.0,67.0,105.0,295000.0,68200.0,21900.0,11600.0,55400.0,32200.0,11900.0,9320.0,0.0
6.0,6.0,0.0,0.0,-2050.0,1010000.0,79900.0,64700.0,76900.0,28800.0,212000.0,336000.0,100000.0,1.0
7.0,0.0,35.0,54.0,56.0,100000.0,287000.0,16200.0,60600.0,19600.0,34200.0,20600.0,12100.0,1.0
7.0,3.0,23.0,60.0,992.0,1010000.0,62600.0,20600.0,6880.0,6310.0,5850.0,10100.0,4940.0,1.0
8.0,1.0,37.0,51.0,-203.0,901000.0,620000.0,27700.0,47900.0,48100.0,38500.0,40400.0,7560.0,0.0
3.0,6.0,21.0,40.0,65.0,894000.0,106000.0,3540.0,22800.0,12300.0,19200.0,5740.0,3130.0,1.0
5.0,0.0,50.0,54.0,54.0,1280000.0,204000.0,42200.0,61300.0,56300.0,42500.0,9830.0,3560.0,0.0
2.0,9.0,43.0,54.0,21.0,8830.0,13100.0,1610.0,6780.0,4520.0,7480.0,1410.0,2160.0,0.0
4.0,0.0,27.0,30.0,-26.0,165000.0,61600.0,11100.0,11200.0,17900.0,13700.0,13200.0,8680.0,0.0
2.0,0.0,47.0,57.0,56.0,10200.0,13100.0,7080.0,9420.0,2550.0,5740.0,3590.0,1410.0,0.0
5.0,6.0,27.0,34.0,-89.0,589000.0,49900.0,3530.0,9110.0,12600.0,10800.0,4670.0,1070.0,1.0
7.0,6.0,69.0,64.0,12.0,31900.0,21900.0,3270.0,5170.0,14700.0,35500.0,22600.0,12200.0,0.0
6.0,4.0,0.0,0.0,-2050.0,526000.0,589000.0,26000.0,88600.0,169000.0,199000.0,147000.0,47000.0,1.0
0.0,1.0,61.0,74.0,33.0,459000.0,6870.0,1480.0,19400.0,10500.0,9300.0,5050.0,4990.0,1.0
7.0,1.0,51.0,50.0,-70.0,651000.0,52900.0,15800.0,1680.0,2630.0,9350.0,4060.0,7860.0,1.0
9.0,4.0,37.0,43.0,-122.0,795000.0,136000.0,10600.0,18900.0,14700.0,25100.0,16000.0,2130.0,1.0
3.0,3.0,0.0,0.0,-26.0,975000.0,52500.0,25300.0,16200.0,8120.0,19200.0,16300.0,666.0,0.0
7.0,0.0,57.0,66.0,81.0,1480000.0,29200.0,58700.0,15200.0,7130.0,30000.0,28900.0,17200.0,1.0
5.0,9.0,57.0,37.0,-82.0,74000.0,43800.0,2820.0,2890.0,1790.0,1940.0,1100.0,260.0,0.0
4.0,5.0,30.0,67.0,-119.0,49600.0,23200.0,15300.0,30900.0,7960.0,10000.0,6080.0,5540.0,0.0
4.0,9.0,51.0,56.0,32.0,258000.0,562000.0,7510.0,35700.0,19500.0,19600.0,9440.0,6430.0,0.0
9.0,4.0,60.0,44.0,33.0,196000.0,13000.0,2650.0,11900.0,7430.0,10200.0,1130.0,582.0,1.0
1.0,6.0,40.0,84.0,25.0,44200.0,27300.0,17200.0,17000.0,2910.0,5060.0,6630.0,5430.0,0.0
7.0,2.0,48.0,67.0,69.0,233000.0,35900.0,14200.0,27400.0,14800.0,15700.0,11300.0,9070.0,0.0
8.0,8.0,56.0,48.0,-37.0,255000.0,179000.0,19000.0,4060.0,2540.0,13600.0,4250.0,5000.0,1.0
5.0,1.0,54.0,44.0,-70.0,304000.0,31500.0,17100.0,11500.0,3560.0,5030.0,2980.0,2140.0,1.0
2.0,9.0,50.0,74.0,-18.0,14100.0,11500.0,4100.0,5760.0,4850.0,13300.0,2220.0,2760.0,0.0
3.0,1.0,54.0,51.0,-40.0,1910000.0,92000.0,32400.0,8450.0,17200.0,7340.0,9860.0,2230.0,0.0
7.0,2.0,21.0,40.0,-6.0,41000.0,21500.0,14100.0,3770.0,1660.0,2890.0,2320.0,1310.0,0.0
8.0,2.0,51.0,23.0,-37.0,475000.0,196000.0,27900.0,30900.0,9390.0,28600.0,7600.0,5780.0,0.0
2.0,8.0,56.0,66.0,10.0,16500.0,17200.0,9470.0,7600.0,11600.0,9540.0,4370.0,7030.0,1.0
4.0,3.0,17.0,40.0,-222.0,725000.0,275000.0,77900.0,78200.0,27100.0,22500.0,49400.0,21800.0,1.0
5.0,6.0,63.0,74.0,-55.0,940000.0,51500.0,60400.0,30700.0,30600.0,52600.0,7400.0,5100.0,1.0
4.0,9.0,61.0,69.0,36.0,4080.0,8370.0,11700.0,3550.0,11700.0,4710.0,4310.0,2170.0,0.0
2.0,4.0,77.0,56.0,81.0,24500.0,19000.0,5190.0,2000.0,19600.0,16800.0,6330.0,7990.0,1.0
0.0,4.0,53.0,44.0,35.0,702000.0,51000.0,5420.0,7250.0,3750.0,36500.0,20500.0,2530.0,0.0
5.0,9.0,53.0,40.0,129.0,2070000.0,804000.0,173000.0,217000.0,65500.0,161000.0,108000.0,19200.0,0.0
5.0,5.0,47.0,80.0,-10.0,412000.0,201000.0,48700.0,43100.0,75300.0,15500.0,8740.0,6190.0,1.0
1.0,1.0,51.0,74.0,-119.0,44900.0,14200.0,1880.0,2450.0,2850.0,2110.0,1310.0,1220.0,1.0
0.0,3.0,35.0,48.0,60.0,417000.0,191000.0,27800.0,30600.0,10300.0,121000.0,53300.0,21500.0,0.0
4.0,0.0,35.0,38.0,-27.0,425000.0,20400.0,5790.0,1990.0,3670.0,1540.0,1120.0,658.0,0.0
3.0,4.0,27.0,37.0,3.0,846000.0,89000.0,46700.0,40100.0,23300.0,6000.0,3850.0,3690.0,1.0
1.0,4.0,47.0,64.0,-195.0,131000.0,279000.0,282000.0,54800.0,54200.0,56100.0,29700.0,39000.0,1.0
4.0,3.0,41.0,29.0,24.0,71300.0,27300.0,3670.0,14200.0,15000.0,11700.0,17700.0,14400.0,1.0
9.0,6.0,21.0,57.0,0.0,681000.0,176000.0,161000.0,73100.0,47600.0,37800.0,24100.0,4810.0,0.0
4.0,5.0,67.0,69.0,21.0,19100.0,33000.0,17500.0,12700.0,4780.0,14600.0,7160.0,5330.0,0.0
9.0,5.0,34.0,88.0,96.0,1110000.0,81500.0,5800.0,13500.0,6250.0,6910.0,12000.0,6780.0,1.0
0.0,5.0,37.0,61.0,167.0,708000.0,334000.0,35500.0,62900.0,41600.0,29000.0,65200.0,16400.0,1.0
6.0,4.0,0.0,0.0,-337.0,1160000.0,461000.0,21500.0,39700.0,50100.0,167000.0,181000.0,39900.0,1.0
1.0,8.0,93.0,61.0,25.0,24500.0,4660.0,9470.0,6560.0,4930.0,7800.0,1980.0,12300.0,0.0
3.0,1.0,69.0,75.0,99.0,1570000.0,43800.0,58300.0,6490.0,7200.0,9930.0,7840.0,4020.0,0.0
9.0,1.0,38.0,69.0,-125.0,809000.0,82900.0,34500.0,97300.0,72500.0,53300.0,42300.0,5410.0,0.0
2.0,9.0,54.0,75.0,54.0,2730.0,4960.0,11000.0,5810.0,3210.0,7480.0,3510.0,1810.0,0.0
3.0,3.0,0.0,0.0,39.0,281000.0,41500.0,8970.0,8510.0,4000.0,100000.0,822.0,1510.0,0.0
4.0,9.0,64.0,54.0,24.0,24100.0,7300.0,9080.0,12400.0,7460.0,21800.0,17400.0,18200.0,0.0
6.0,2.0,0.0,0.0,2050.0,559000.0,181000.0,67600.0,9360.0,77100.0,270000.0,298000.0,44100.0,0.0
5.0,1.0,26.0,47.0,7.0,1660000.0,144000.0,1700.0,30700.0,32400.0,7780.0,9840.0,7860.0,1.0
1.0,6.0,34.0,66.0,67.0,10800.0,7660.0,7830.0,19200.0,7090.0,5010.0,3190.0,1510.0,0.0
7.0,6.0,44.0,51.0,-3.0,257000.0,103000.0,9650.0,9950.0,25300.0,9040.0,18600.0,11700.0,0.0
0.0,5.0,64.0,63.0,147.0,1170000.0,83500.0,90300.0,15900.0,6490.0,71200.0,93800.0,23000.0,1.0
0.0,3.0,37.0,64.0,-28.0,670000.0,159000.0,72200.0,190000.0,22800.0,119000.0,69000.0,46900.0,0.0
5.0,5.0,44.0,69.0,18.0,832000.0,352000.0,132000.0,19200.0,29600.0,19100.0,12200.0,3340.0,1.0
0.0,4.0,69.0,50.0,11.0,106000.0,80700.0,26700.0,5230.0,2600.0,47700.0,55800.0,16900.0,0.0
7.0,6.0,54.0,67.0,61.0,626000.0,127000.0,20200.0,72200.0,19000.0,33600.0,10500.0,18900.0,0.0
1.0,1.0,40.0,54.0,76.0,283000.0,126000.0,10600.0,6900.0,7940.0,10300.0,2990.0,3520.0,1.0
7.0,0.0,63.0,64.0,42.0,12700.0,19500.0,24000.0,15000.0,23000.0,33600.0,7570.0,16200.0,1.0
0.0,9.0,50.0,69.0,-22.0,136000.0,17000.0,1050.0,3570.0,2540.0,5640.0,4540.0,2600.0,0.0
7.0,3.0,35.0,40.0,85.0,818000.0,243000.0,65200.0,15300.0,9930.0,16400.0,26200.0,6600.0,1.0
9.0,0.0,21.0,50.0,-60.0,1280000.0,97200.0,23900.0,26000.0,17200.0,27100.0,37400.0,793.0,1.0
0.0,5.0,84.0,50.0,12.0,380000.0,72700.0,25000.0,24300.0,14000.0,18300.0,13500.0,13100.0,1.0
3.0,8.0,78.0,61.0,-9.0,465000.0,78700.0,13300.0,27600.0,20200.0,17900.0,5750.0,4100.0,1.0
4.0,7.0,27.0,53.0,-23.0,849000.0,45900.0,8150.0,14000.0,6250.0,19300.0,19800.0,6020.0,1.0
8.0,2.0,57.0,27.0,105.0,878000.0,40400.0,11900.0,6810.0,5390.0,3170.0,2480.0,995.0,0.0
2.0,6.0,61.0,50.0,34.0,24000.0,11300.0,5370.0,3460.0,5730.0,9870.0,2610.0,3790.0,0.0
3.0,4.0,34.0,30.0,-23.0,745000.0,139000.0,5980.0,29000.0,9230.0,7050.0,8570.0,4510.0,1.0
4.0,3.0,90.0,35.0,-133.0,444000.0,150000.0,20900.0,6020.0,32000.0,52700.0,13700.0,10300.0,1.0
8.0,7.0,57.0,53.0,-86.0,631000.0,247000.0,13400.0,55500.0,19700.0,10100.0,3900.0,2430.0,0.0
1.0,1.0,29.0,61.0,122.0,54100.0,112000.0,13600.0,28200.0,26800.0,8110.0,3360.0,3170.0,1.0
3.0,6.0,37.0,37.0,-9.0,879000.0,62300.0,19000.0,9350.0,25600.0,4790.0,3560.0,1600.0,1.0
8.0,8.0,17.0,53.0,315.0,1120000.0,394000.0,36200.0,116000.0,55400.0,15100.0,18500.0,2760.0,1.0
0.0,9.0,63.0,48.0,-39.0,431000.0,25600.0,4160.0,14000.0,6060.0,8490.0,17100.0,3910.0,0.0
2.0,9.0,54.0,69.0,28.0,2230.0,3360.0,2290.0,6830.0,2920.0,6460.0,3080.0,1460.0,0.0
1.0,4.0,64.0,77.0,20.0,26900.0,45800.0,24800.0,19900.0,7920.0,14400.0,7940.0,5430.0,1.0
2.0,8.0,53.0,74.0,43.0,6150.0,6590.0,1640.0,1870.0,5200.0,5740.0,693.0,1180.0,1.0
4.0,9.0,61.0,60.0,228.0,743000.0,295000.0,160000.0,56600.0,45800.0,21800.0,7860.0,15000.0,0.0
2.0,4.0,84.0,44.0,0.0,18800.0,12300.0,9620.0,3810.0,13700.0,26800.0,10900.0,3800.0,1.0
9.0,1.0,21.0,37.0,381.0,1280000.0,678000.0,184000.0,72000.0,103000.0,570000.0,61000.0,12300.0,0.0
0.0,3.0,14.0,47.0,39.0,243000.0,44700.0,19400.0,3960.0,501.0,31900.0,12500.0,3670.0,0.0
0.0,1.0,51.0,47.0,-7.0,554000.0,106000.0,6870.0,8300.0,31700.0,44500.0,62700.0,21400.0,1.0
5.0,1.0,67.0,47.0,57.0,1300000.0,146000.0,20400.0,21000.0,17200.0,40500.0,9130.0,4200.0,1.0
4.0,3.0,44.0,64.0,69.0,238000.0,114000.0,30000.0,45100.0,23800.0,9970.0,11000.0,9100.0,1.0
0.0,3.0,21.0,50.0,-29.0,489000.0,189000.0,34800.0,7750.0,7410.0,19100.0,22200.0,4720.0,0.0
8.0,1.0,50.0,63.0,27.0,186000.0,97300.0,38400.0,25000.0,5340.0,18300.0,7660.0,6900.0,0.0
5.0,0.0,41.0,43.0,102.0,264000.0,94100.0,14100.0,19400.0,11700.0,11500.0,6110.0,740.0,0.0
